('Date', 'Date');('Other', 'tournament-name');('Player', 'p1');('Player', 'p2');('Other', 'maxOdds_1');('Other', 'maxOdds_2');('modelPred', '');confIndexModel_p1;confIndexModel_p2;confIndexModel_max;modelProba1;modelProba2;probaModel_max;valueBetModel;PL_valueBetModel;PL_favoriteBetModel;CUMSUM FAV;OddFav;;ROI;2.68%
2023-03-03 21:25:00;ATP Santiago 2023 (clay);Munar J.;Monteiro T.;1.69;2.45;2;0.7098;1.421;1.421;0.42;0.58;0.58;2;-1;-1;60.92;2.45;;;
2023-03-04 02:10:00;ATP Acapulco 2023 (hard);Paul T.;Fritz T.;2.72;1.58;2;1.0336;0.9796;1.0336;0.38;0.62;0.62;1;1.72;-1;59.92;1.58;;;
2023-03-04 05:55:00;ATP Acapulco 2023 (hard);Rune H.;De Minaur A.;1.53;2.75;2;0.612;1.65;1.65;0.4;0.6;0.6;2;1.75;1.75;61.67;2.75;;;
2023-03-04 15:10:00;ATP Dubai 2023 (hard);Medvedev D.;Rublev A.;1.25;4.51;1;0.85;1.4432;1.4432;0.68;0.32;0.68;2;-1;0.25;61.92;1.25;;;
2023-03-04 23:10:00;ATP Santiago 2023 (clay);Munar J.;Jarry N.;2.92;1.5;2;1.1096;0.93;1.1096;0.38;0.62;0.62;1;-1;0.5;62.42;1.5;;;
2023-03-05 03:10:00;ATP Acapulco 2023 (hard);Paul T.;De Minaur A.;2.35;1.72;2;0.893;1.0664;1.0664;0.38;0.62;0.62;2;0.72;0.72;63.14;1.72;;;
2023-03-05 22:10:00;ATP Santiago 2023 (clay);Jarry N.;Etcheverry T. M.;2.04;2.06;2;0.816;1.236;1.236;0.4;0.6;0.6;2;-1;-1;62.14;2.06;;;
2023-03-06 19:10:00;ATP Indian Wells 2023 (hard);Wu Tung-Lin;Shevchenko A.;2.56;1.57;2;0.9216;1.0048;1.0048;0.36;0.64;0.64;2;-1;-1;61.14;1.57;;;
2023-03-06 19:10:00;ATP Indian Wells 2023 (hard);Passaro F.;Krueger M.;2.04;1.9;1;1.2648;0.722;1.2648;0.62;0.38;0.62;1;1.04;1.04;62.18;2.04;;;
2023-03-06 19:10:00;ATP Indian Wells 2023 (hard);Nava E.;Kotov P.;2.83;1.52;2;1.2452;0.8512;1.2452;0.44;0.56;0.56;1;1.83;-1;61.18;1.52;;;
2023-03-06 19:10:00;ATP Indian Wells 2023 (hard);Eubanks C.;Marterer M.;1.5;3.2;1;0.84;1.408;1.408;0.56;0.44;0.56;2;2.2;-1;60.18;1.5;;;
2023-03-06 21:35:00;ATP Indian Wells 2023 (hard);Albot R.;Bellucci M.;1.56;2.7;1;0.8736;1.188;1.188;0.56;0.44;0.56;2;-1;0.56;60.74;1.56;;;
2023-03-06 21:40:00;ATP Indian Wells 2023 (hard);Popyrin A.;Klahn B.;1.15;6.02;1;0.736;2.1672;2.1672;0.64;0.36;0.64;2;-1;0.15;60.89;1.15;;;
2023-03-06 22:15:00;ATP Indian Wells 2023 (hard);Blancaneaux G.;Struff J-L.;4.49;1.25;2;1.796;0.75;1.796;0.4;0.6;0.6;1;-1;0.25;61.14;1.25;;;
2023-03-06 23:25:00;ATP Indian Wells 2023 (hard);Sousa J.;Misolic F.;1.71;2.28;1;0.9918;0.9576;0.9918;0.58;0.42;0.58;1;-1;-1;60.14;1.71;;;
2023-03-06 23:30:00;ATP Indian Wells 2023 (hard);Kokkinakis T.;Sugita Y.;1.05;14.62;1;0.756;4.0936;4.0936;0.72;0.28;0.72;2;-1;0.05;60.19;1.05;;;
2023-03-06 23:35:00;ATP Indian Wells 2023 (hard);Garin C.;Tien L.;1.11;7.27;1;0.7326;2.4718;2.4718;0.66;0.34;0.66;2;-1;0.11;60.3;1.11;;;
2023-03-07 00:00:00;ATP Indian Wells 2023 (hard);Harris L.;Arnaldi M.;1.44;3.08;2;0.6336;1.7248;1.7248;0.44;0.56;0.56;2;2.08;2.08;62.38;3.08;;;
2023-03-07 01:25:00;ATP Indian Wells 2023 (hard);Svajda Z.;Johnson S.;1.68;2.3;1;1.008;0.92;1.008;0.6;0.4;0.6;1;0.68;0.68;63.06;1.68;;;
2023-03-07 02:00:00;ATP Indian Wells 2023 (hard);Shang J.;Watanuki Y.;3.03;1.44;2;1.2726;0.8352;1.2726;0.42;0.58;0.58;1;2.03;-1;62.06;1.44;;;
2023-03-07 04:10:00;ATP Indian Wells 2023 (hard);Michelsen A.;Riedi L.;2.42;1.61;2;0.8712;1.0304;1.0304;0.36;0.64;0.64;2;0.61;0.61;62.67;1.61;;;
2023-03-07 04:30:00;ATP Indian Wells 2023 (hard);Marcora R.;Kozlov S.;2.68;1.66;2;0.9112;1.0956;1.0956;0.34;0.66;0.66;2;-1;-1;61.67;1.66;;;
2023-03-07 06:15:00;ATP Indian Wells 2023 (hard);Collarini A.;Gojo B.;7.54;1.12;2;2.1112;0.8064;2.1112;0.28;0.72;0.72;1;-1;0.12;61.79;1.12;;;
2023-03-07 06:35:00;ATP Indian Wells 2023 (hard);Borges N.;Andujar P.;1.1;7.97;1;0.638;3.3474;3.3474;0.58;0.42;0.58;2;6.97;-1;60.79;1.1;;;
2023-03-07 19:05:00;ATP Indian Wells 2023 (hard);Marterer M.;Nava E.;1.81;2.2;2;0.6516;1.408;1.408;0.36;0.64;0.64;2;-1;-1;59.79;2.2;;;
2023-03-07 19:10:00;ATP Indian Wells 2023 (hard);Kokkinakis T.;Arnaldi M.;1.18;5.32;2;0.472;3.192;3.192;0.4;0.6;0.6;2;-1;-1;58.79;5.32;;;
2023-03-07 19:10:00;ATP Indian Wells 2023 (hard);Albot R.;Struff J-L.;2.75;1.58;2;0.935;1.0428;1.0428;0.34;0.66;0.66;2;0.58;0.58;59.37;1.58;;;
2023-03-07 21:15:00;ATP Indian Wells 2023 (hard);Tabilo A.;Svajda Z.;1.83;2.06;2;0.8052;1.1536;1.1536;0.44;0.56;0.56;2;-1;-1;58.37;2.06;;;
2023-03-07 21:25:00;ATP Indian Wells 2023 (hard);Popyrin A.;Daniel T.;2.08;1.8;2;0.7072;1.188;1.188;0.34;0.66;0.66;2;0.8;0.8;59.17;1.8;;;
2023-03-07 23:05:00;ATP Indian Wells 2023 (hard);Muller A.;Riedi L.;2.2;1.74;1;1.364;0.6612;1.364;0.62;0.38;0.62;1;-1;-1;58.17;2.2;;;
2023-03-07 23:30:00;ATP Indian Wells 2023 (hard);Zhang Z.;Shang J.;2.03;1.88;2;0.8526;1.0904;1.0904;0.42;0.58;0.58;2;-1;-1;57.17;1.88;;;
2023-03-08 00:00:00;ATP Indian Wells 2023 (hard);Vukic A.;Marcora R.;1.22;5;1;0.7076;2.1;2.1;0.58;0.42;0.58;2;-1;0.22;57.39;1.22;;;
2023-03-08 00:35:00;ATP Indian Wells 2023 (hard);Andujar P.;Gojo B.;6.99;1.17;2;2.796;0.702;2.796;0.4;0.6;0.6;1;-1;0.17;57.56;1.17;;;
2023-03-08 19:05:00;ATP Indian Wells 2023 (hard);Zapata Miralles B.;Humbert U.;2.87;1.5;2;0.8036;1.08;1.08;0.28;0.72;0.72;2;0.5;0.5;58.06;1.5;;;
2023-03-08 19:10:00;ATP Indian Wells 2023 (hard);Giron M.;Kovacevic A.;1.74;2.46;2;0.6264;1.5744;1.5744;0.36;0.64;0.64;2;-1;-1;57.06;2.46;;;
2023-03-08 19:10:00;ATP Indian Wells 2023 (hard);Ivashka I.;Safiullin R.;2.04;1.9;2;0.8568;1.102;1.102;0.42;0.58;0.58;2;-1;-1;56.06;1.9;;;
2023-03-08 20:55:00;ATP Indian Wells 2023 (hard);Isner J.;Nakashima B.;1.98;2.03;1;1.2672;0.7308;1.2672;0.64;0.36;0.64;1;-1;-1;55.06;1.98;;;
2023-03-08 22:55:00;ATP Indian Wells 2023 (hard);Galan D. E.;Garin C.;3;1.46;2;1.2;0.876;1.2;0.4;0.6;0.6;1;-1;0.46;55.52;1.46;;;
2023-03-08 22:55:00;ATP Indian Wells 2023 (hard);Wu Y.;Munar J.;1.41;3.21;1;0.7896;1.4124;1.4124;0.56;0.44;0.56;2;-1;0.41;55.93;1.41;;;
2023-03-09 02:10:00;ATP Indian Wells 2023 (hard);Thompson J.;Monfils G.;1.68;2.42;1;0.9408;1.0648;1.0648;0.56;0.44;0.56;2;-1;0.68;56.61;1.68;;;
2023-03-09 19:10:00;ATP Indian Wells 2023 (hard);Struff J-L.;Halys Q.;1.8;2.33;2;0.72;1.398;1.398;0.4;0.6;0.6;2;-1;-1;55.61;2.33;;;
2023-03-09 19:10:00;ATP Indian Wells 2023 (hard);Riedi L.;Draper J.;2.78;1.6;2;1.1676;0.928;1.1676;0.42;0.58;0.58;1;-1;0.6;56.21;1.6;;;
2023-03-09 19:10:00;ATP Indian Wells 2023 (hard);Wawrinka S.;Vukic A.;1.46;2.97;2;0.5548;1.8414;1.8414;0.38;0.62;0.62;2;-1;-1;55.21;2.97;;;
2023-03-09 22:05:00;ATP Indian Wells 2023 (hard);Wolf J.J.;Fucsovics M.;1.64;2.38;2;0.656;1.428;1.428;0.4;0.6;0.6;2;1.38;1.38;56.59;2.38;;;
2023-03-09 23:15:00;ATP Indian Wells 2023 (hard);Martinez P.;Huesler M.;2.8;1.55;2;1.064;0.961;1.064;0.38;0.62;0.62;1;1.8;-1;55.59;1.55;;;
2023-03-10 01:55:00;ATP Indian Wells 2023 (hard);Gojo B.;Gasquet R.;1.67;2.42;1;1.0354;0.9196;1.0354;0.62;0.38;0.62;1;-1;-1;54.59;1.67;;;
2023-03-10 04:15:00;ATP Indian Wells 2023 (hard);Barrere G.;Sock J.;1.63;2.62;1;0.9128;1.1528;1.1528;0.56;0.44;0.56;2;1.62;-1;53.59;1.63;;;
2023-03-10 19:10:00;ATP Indian Wells 2023 (hard);Nishioka Y.;Garin C.;1.63;2.58;2;0.7172;1.4448;1.4448;0.44;0.56;0.56;2;1.58;1.58;55.17;2.58;;;
2023-03-10 19:10:00;ATP Indian Wells 2023 (hard);Schwartzman D.;Ruud C.;4;1.33;2;1.68;0.7714;1.68;0.42;0.58;0.58;1;-1;0.33;55.5;1.33;;;
2023-03-10 20:30:00;ATP Indian Wells 2023 (hard);Bautista-Agut R.;Ruusuvuori E.;1.65;2.43;2;0.627;1.5066;1.5066;0.38;0.62;0.62;2;1.43;1.43;56.93;2.43;;;
2023-03-10 21:00:00;ATP Indian Wells 2023 (hard);Thompson J.;Tsitsipas S.;5.8;1.19;2;2.32;0.714;2.32;0.4;0.6;0.6;1;4.8;-1;55.93;1.19;;;
2023-03-10 22:35:00;ATP Indian Wells 2023 (hard);Cressy M.;Tabilo A.;1.53;2.71;2;0.3978;2.0054;2.0054;0.26;0.74;0.74;2;1.71;1.71;57.64;2.71;;;
2023-03-10 23:30:00;ATP Indian Wells 2023 (hard);Cachin P.;Zverev A.;10.86;1.09;2;4.1268;0.6758;4.1268;0.38;0.62;0.62;1;-1;0.09;57.73;1.09;;;
2023-03-10 23:55:00;ATP Indian Wells 2023 (hard);Humbert U.;Shapovalov D.;2.65;1.59;2;1.166;0.8904;1.166;0.44;0.56;0.56;1;1.65;-1;56.73;1.59;;;
2023-03-11 02:45:00;ATP Indian Wells 2023 (hard);Berrettini M.;Daniel T.;1.37;3.5;2;0.5754;2.03;2.03;0.42;0.58;0.58;2;2.5;2.5;59.23;3.5;;;
2023-03-11 04:10:00;ATP Indian Wells 2023 (hard);Medvedev D.;Nakashima B.;1.1;8.72;1;0.638;3.6624;3.6624;0.58;0.42;0.58;2;-1;0.1;59.33;1.1;;;
2023-03-11 05:40:00;ATP Indian Wells 2023 (hard);Rublev A.;Lehecka J.;1.5;2.86;2;0.66;1.6016;1.6016;0.44;0.56;0.56;2;-1;-1;58.33;2.86;;;
2023-03-11 19:10:00;ATP Indian Wells 2023 (hard);Sinner J.;Gasquet R.;1.12;9.41;1;0.8736;2.0702;2.0702;0.78;0.22;0.78;2;-1;0.12;58.45;1.12;;;
2023-03-11 19:10:00;ATP Indian Wells 2023 (hard);Martinez P.;Auger-Aliassime F.;9;1.11;2;3.78;0.6438;3.78;0.42;0.58;0.58;1;-1;0.11;58.56;1.11;;;
2023-03-11 20:35:00;ATP Indian Wells 2023 (hard);Kecmanovic M.;Wawrinka S.;1.8;2.22;2;0.792;1.2432;1.2432;0.44;0.56;0.56;2;1.22;1.22;59.78;2.22;;;
2023-03-11 20:55:00;ATP Indian Wells 2023 (hard);Coric B.;Molcan A.;1.35;3.62;1;0.783;1.5204;1.5204;0.58;0.42;0.58;2;2.62;-1;58.78;1.35;;;
2023-03-11 21:30:00;ATP Indian Wells 2023 (hard);Fucsovics M.;De Minaur A.;3.85;1.32;2;1.463;0.8184;1.463;0.38;0.62;0.62;1;2.85;-1;57.78;1.32;;;
2023-03-11 21:55:00;ATP Indian Wells 2023 (hard);Murray A.;Albot R.;1.31;4.35;1;0.9694;1.131;1.131;0.74;0.26;0.74;2;-1;0.31;58.09;1.31;;;
2023-03-11 22:50:00;ATP Indian Wells 2023 (hard);Cerundolo F.;Sock J.;2.04;1.91;1;1.3056;0.6876;1.3056;0.64;0.36;0.64;1;1.04;1.04;59.13;2.04;;;
2023-03-11 23:00:00;ATP Indian Wells 2023 (hard);Pella G.;Griekspoor T.;4.66;1.24;2;1.4912;0.8432;1.4912;0.32;0.68;0.68;1;-1;0.24;59.37;1.24;;;
2023-03-11 23:10:00;ATP Indian Wells 2023 (hard);Mannarino A.;Musetti L.;1.96;1.95;2;0.7448;1.209;1.209;0.38;0.62;0.62;2;-1;-1;58.37;1.95;;;
2023-03-12 01:45:00;ATP Indian Wells 2023 (hard);Hijikata R.;Baez S.;1.93;2.1;2;0.772;1.26;1.26;0.4;0.6;0.6;2;1.1;1.1;59.47;2.1;;;
2023-03-12 02:30:00;ATP Indian Wells 2023 (hard);McDonald M.;Rune H.;3.39;1.41;2;1.356;0.846;1.356;0.4;0.6;0.6;1;-1;0.41;59.88;1.41;;;
2023-03-12 18:10:00;ATP Indian Wells 2023 (hard);Garin C.;Ruud C.;4.5;1.29;2;1.26;0.9288;1.26;0.28;0.72;0.72;1;3.5;-1;58.88;1.29;;;
2023-03-12 21:20:00;ATP Indian Wells 2023 (hard);Khachanov K.;Davidovich Fokina A.;1.7;2.32;2;0.68;1.392;1.392;0.4;0.6;0.6;2;1.32;1.32;60.2;2.32;;;
2023-03-12 23:45:00;ATP Indian Wells 2023 (hard);Tiafoe F.;Kubler J.;1.29;4.54;1;0.7482;1.9068;1.9068;0.58;0.42;0.58;2;-1;0.29;60.49;1.29;;;
2023-03-13 01:15:00;ATP Indian Wells 2023 (hard);Medvedev D.;Ivashka I.;1.04;17.03;1;0.832;3.406;3.406;0.8;0.2;0.8;2;-1;0.04;60.53;1.04;;;
2023-03-13 02:10:00;ATP Indian Wells 2023 (hard);Tabilo A.;Thompson J.;2.22;1.81;2;0.8436;1.1222;1.1222;0.38;0.62;0.62;2;-1;-1;59.53;1.81;;;
2023-03-13 18:10:00;ATP Indian Wells 2023 (hard);Cerundolo F.;Auger-Aliassime F.;5.16;1.22;2;1.9608;0.7564;1.9608;0.38;0.62;0.62;1;-1;0.22;59.75;1.22;;;
2023-03-13 20:30:00;ATP Indian Wells 2023 (hard);Wawrinka S.;Rune H.;4.33;1.27;2;1.6454;0.7874;1.6454;0.38;0.62;0.62;1;3.33;-1;58.75;1.27;;;
2023-03-13 22:30:00;ATP Indian Wells 2023 (hard);Molcan A.;Fucsovics M.;2.43;1.67;2;0.9234;1.0354;1.0354;0.38;0.62;0.62;2;0.67;0.67;59.42;1.67;;;
2023-03-13 22:35:00;ATP Indian Wells 2023 (hard);Fritz T.;Baez S.;1.13;7.23;1;0.7006;2.7474;2.7474;0.62;0.38;0.62;2;-1;0.13;59.55;1.13;;;
2023-03-13 23:25:00;ATP Indian Wells 2023 (hard);Sinner J.;Mannarino A.;1.12;7.65;1;0.672;3.06;3.06;0.6;0.4;0.6;2;-1;0.12;59.67;1.12;;;
2023-03-14 03:40:00;ATP Indian Wells 2023 (hard);Alcaraz C.;Griekspoor T.;1.14;7.5;2;0.5016;4.2;4.2;0.44;0.56;0.56;2;-1;-1;58.67;7.5;;;
2023-03-14 18:10:00;ATP Indian Wells 2023 (hard);Davidovich Fokina A.;Garin C.;1.51;3;1;0.8456;1.32;1.32;0.56;0.44;0.56;2;-1;0.51;59.18;1.51;;;
2023-03-14 18:15:00;ATP Indian Wells 2023 (hard);Medvedev D.;Zverev A.;1.28;4.42;2;0.5632;2.4752;2.4752;0.44;0.56;0.56;2;-1;-1;58.18;4.42;;;
2023-03-14 23:10:00;ATP Indian Wells 2023 (hard);Tiafoe F.;Tabilo A.;1.21;5.25;2;0.5082;3.045;3.045;0.42;0.58;0.58;2;-1;-1;57.18;5.25;;;
2023-03-15 03:25:00;ATP Indian Wells 2023 (hard);Sinner J.;Wawrinka S.;1.22;5.3;2;0.5124;3.074;3.074;0.42;0.58;0.58;2;-1;-1;56.18;5.3;;;
2023-03-15 03:55:00;ATP Indian Wells 2023 (hard);Paul T.;Auger-Aliassime F.;2.03;1.91;2;0.6902;1.2606;1.2606;0.34;0.66;0.66;2;0.91;0.91;57.09;1.91;;;
2023-03-15 18:15:00;ATP Indian Wells 2023 (hard);Norrie C.;Tiafoe F.;1.59;2.64;1;0.954;1.056;1.056;0.6;0.4;0.6;2;1.64;-1;56.09;1.59;;;
2023-03-15 22:10:00;ATP Indian Wells 2023 (hard);Medvedev D.;Davidovich Fokina A.;1.27;4.34;2;0.5334;2.5172;2.5172;0.42;0.58;0.58;2;-1;-1;55.09;4.34;;;
2023-03-18 23:00:00;ATP Indian Wells 2023 (hard);Alcaraz C.;Sinner J.;1.63;2.51;2;0.6194;1.5562;1.5562;0.38;0.62;0.62;2;-1;-1;54.09;2.51;;;
2023-03-19 23:10:00;ATP Indian Wells 2023 (hard);Alcaraz C.;Medvedev D.;1.84;2.12;1;1.0304;0.9328;1.0304;0.56;0.44;0.56;1;0.84;0.84;54.93;1.84;;;
2023-03-20 15:10:00;ATP Miami 2023 (hard);Meligeni Alves F.;Basilashvili N.;3.78;1.38;2;1.512;0.828;1.512;0.4;0.6;0.6;1;2.78;-1;53.93;1.38;;;
2023-03-20 15:10:00;ATP Miami 2023 (hard);Thompson J.;Olivo R.;1.08;12.48;1;0.7776;3.4944;3.4944;0.72;0.28;0.72;2;-1;0.08;54.01;1.08;;;
2023-03-20 15:10:00;ATP Miami 2023 (hard);Safiullin R.;Moreno De Alboran N.;1.44;3;1;0.8064;1.32;1.32;0.56;0.44;0.56;2;-1;0.44;54.45;1.44;;;
2023-03-20 15:10:00;ATP Miami 2023 (hard);Klahn B.;Machac T.;9.17;1.11;2;1.834;0.888;1.834;0.2;0.8;0.8;1;-1;0.11;54.56;1.11;;;
2023-03-20 16:55:00;ATP Miami 2023 (hard);Blockx A.;Watanuki Y.;7.9;1.1;2;3.16;0.66;3.16;0.4;0.6;0.6;1;-1;0.1;54.66;1.1;;;
2023-03-20 16:55:00;ATP Miami 2023 (hard);O'Connell C.;Hanfmann Y.;1.67;2.4;2;0.6012;1.536;1.536;0.36;0.64;0.64;2;-1;-1;53.66;2.4;;;
2023-03-20 17:00:00;ATP Miami 2023 (hard);Altmaier D.;Damm M.;1.17;5.73;1;0.7956;1.8336;1.8336;0.68;0.32;0.68;2;-1;0.17;53.83;1.17;;;
2023-03-20 17:15:00;ATP Miami 2023 (hard);Klein L.;Arnaldi M.;2.29;1.69;2;0.9618;0.9802;0.9802;0.42;0.58;0.58;2;-1;-1;52.83;1.69;;;
2023-03-20 18:00:00;ATP Miami 2023 (hard);Kokkinakis T.;Collarini A.;1.06;13.2;1;0.742;3.96;3.96;0.7;0.3;0.7;2;-1;0.06;52.89;1.06;;;
2023-03-20 19:05:00;ATP Miami 2023 (hard);Garin C.;Uchida K.;1.15;7.49;1;0.667;3.1458;3.1458;0.58;0.42;0.58;2;-1;0.15;53.04;1.15;;;
2023-03-20 19:15:00;ATP Miami 2023 (hard);Albot R.;Ymer E.;1.62;2.4;2;0.6156;1.488;1.488;0.38;0.62;0.62;2;-1;-1;52.04;2.4;;;
2023-03-20 19:55:00;ATP Miami 2023 (hard);Wu Tung-Lin;Kotov P.;2.27;1.76;2;0.8626;1.0912;1.0912;0.38;0.62;0.62;2;0.76;0.76;52.8;1.76;;;
2023-03-20 20:20:00;ATP Miami 2023 (hard);Kovacevic A.;Marterer M.;1.62;2.78;1;1.134;0.834;1.134;0.7;0.3;0.7;1;0.62;0.62;53.42;1.62;;;
2023-03-20 20:45:00;ATP Miami 2023 (hard);Borges N.;Johnson S.;1.68;2.44;1;0.9408;1.0736;1.0736;0.56;0.44;0.56;2;-1;0.68;54.1;1.68;;;
2023-03-20 20:45:00;ATP Miami 2023 (hard);Tien L.;Struff J-L.;7.97;1.14;2;3.0286;0.7068;3.0286;0.38;0.62;0.62;1;-1;0.14;54.24;1.14;;;
2023-03-20 20:55:00;ATP Miami 2023 (hard);Tabilo A.;Shevchenko A.;1.32;3.61;2;0.4488;2.3826;2.3826;0.34;0.66;0.66;2;-1;-1;53.24;3.61;;;
2023-03-20 21:50:00;ATP Miami 2023 (hard);Zhang Z.;Bellucci M.;1.67;2.29;2;0.668;1.374;1.374;0.4;0.6;0.6;2;-1;-1;52.24;2.29;;;
2023-03-20 22:20:00;ATP Miami 2023 (hard);Holt B.;Gojo B.;3.32;1.35;2;1.1952;0.864;1.1952;0.36;0.64;0.64;1;-1;0.35;52.59;1.35;;;
2023-03-21 15:10:00;ATP Miami 2023 (hard);Altmaier D.;Blancaneaux G.;1.53;2.82;1;1.0404;0.9024;1.0404;0.68;0.32;0.68;1;0.53;0.53;53.12;1.53;;;
2023-03-21 16:40:00;ATP Miami 2023 (hard);Albot R.;Kotov P.;1.98;1.94;2;0.8316;1.1252;1.1252;0.42;0.58;0.58;2;0.94;0.94;54.06;1.94;;;
2023-03-21 16:40:00;ATP Miami 2023 (hard);Eubanks C.;Klein L.;1.58;2.75;1;0.9164;1.155;1.155;0.58;0.42;0.58;2;-1;0.58;54.64;1.58;;;
2023-03-21 17:10:00;ATP Miami 2023 (hard);O'Connell C.;Watanuki Y.;1.65;2.52;1;0.99;1.008;1.008;0.6;0.4;0.6;2;1.52;-1;53.64;1.65;;;
2023-03-21 18:30:00;ATP Miami 2023 (hard);Garin C.;Tabilo A.;1.87;2.15;2;0.748;1.29;1.29;0.4;0.6;0.6;2;-1;-1;52.64;2.15;;;
2023-03-21 19:40:00;ATP Miami 2023 (hard);Zhang Z.;Struff J-L.;2.38;1.68;2;0.8568;1.0752;1.0752;0.36;0.64;0.64;2;0.68;0.68;53.32;1.68;;;
2023-03-21 20:15:00;ATP Miami 2023 (hard);Borges N.;Gojo B.;1.8;2.06;1;1.08;0.824;1.08;0.6;0.4;0.6;1;0.8;0.8;54.12;1.8;;;
2023-03-22 15:10:00;ATP Miami 2023 (hard);Otte O.;Nakashima B.;3.55;1.36;2;1.278;0.8704;1.278;0.36;0.64;0.64;1;-1;0.36;54.48;1.36;;;
2023-03-22 15:10:00;ATP Miami 2023 (hard);Huesler M.;Ramos A.;1.78;2.4;1;1.1392;0.864;1.1392;0.64;0.36;0.64;1;0.78;0.78;55.26;1.78;;;
2023-03-22 16:35:00;ATP Miami 2023 (hard);Cachin P.;Fucsovics M.;4.81;1.26;2;1.7316;0.8064;1.7316;0.36;0.64;0.64;1;-1;0.26;55.52;1.26;;;
2023-03-22 21:00:00;ATP Miami 2023 (hard);Wu Y.;Edmund K.;1.15;6.74;1;0.897;1.4828;1.4828;0.78;0.22;0.78;2;-1;0.15;55.67;1.15;;;
2023-03-22 22:50:00;ATP Miami 2023 (hard);Fognini F.;Struff J-L.;3.8;1.34;2;1.444;0.8308;1.444;0.38;0.62;0.62;1;-1;0.34;56.01;1.34;;;
2023-03-23 01:20:00;ATP Miami 2023 (hard);Nava E.;Isner J.;4.37;1.29;2;1.5732;0.8256;1.5732;0.36;0.64;0.64;1;3.37;-1;55.01;1.29;;;
2023-03-23 15:10:00;ATP Miami 2023 (hard);Martinez P.;Halys Q.;3.61;1.37;2;1.444;0.822;1.444;0.4;0.6;0.6;1;-1;0.37;55.38;1.37;;;
2023-03-23 15:10:00;ATP Miami 2023 (hard);Kovacevic A.;Munar J.;1.66;2.67;2;0.7304;1.4952;1.4952;0.44;0.56;0.56;2;-1;-1;54.38;2.67;;;
2023-03-23 15:10:00;ATP Miami 2023 (hard);Coria F.;Lehecka J.;7.12;1.15;2;1.5664;0.897;1.5664;0.22;0.78;0.78;1;-1;0.15;54.53;1.15;;;
2023-03-23 16:10:00;ATP Miami 2023 (hard);Giron M.;Garin C.;2.12;1.82;2;0.8056;1.1284;1.1284;0.38;0.62;0.62;2;0.82;0.82;55.35;1.82;;;
2023-03-23 17:10:00;ATP Miami 2023 (hard);Molcan A.;Thompson J.;2.32;1.71;2;0.8816;1.0602;1.0602;0.38;0.62;0.62;2;-1;-1;54.35;1.71;;;
2023-03-23 19:40:00;ATP Miami 2023 (hard);Galan D. E.;McDonald M.;6.65;1.14;2;1.729;0.8436;1.729;0.26;0.74;0.74;1;-1;0.14;54.49;1.14;;;
2023-03-23 20:10:00;ATP Miami 2023 (hard);Watanuki Y.;Paire B.;1.63;2.54;2;0.652;1.524;1.524;0.4;0.6;0.6;2;-1;-1;53.49;2.54;;;
2023-03-23 21:25:00;ATP Miami 2023 (hard);Gasquet R.;O'Connell C.;1.82;2.16;2;0.7644;1.2528;1.2528;0.42;0.58;0.58;2;-1;-1;52.49;2.16;;;
2023-03-23 22:00:00;ATP Miami 2023 (hard);Monteiro T.;Kubler J.;3.36;1.4;2;1.2768;0.868;1.2768;0.38;0.62;0.62;1;2.36;-1;51.49;1.4;;;
2023-03-23 22:35:00;ATP Miami 2023 (hard);Barrere G.;Safiullin R.;2.38;1.67;2;0.7616;1.1356;1.1356;0.32;0.68;0.68;2;-1;-1;50.49;1.67;;;
2023-03-23 23:10:00;ATP Miami 2023 (hard);Kotov P.;Etcheverry T. M.;2.07;1.91;2;0.8694;1.1078;1.1078;0.42;0.58;0.58;2;0.91;0.91;51.4;1.91;;;
2023-03-23 23:10:00;ATP Miami 2023 (hard);Sonego L.;Thiem D.;1.69;2.45;2;0.7098;1.421;1.421;0.42;0.58;0.58;2;-1;-1;50.4;2.45;;;
2023-03-24 00:05:00;ATP Miami 2023 (hard);Kokkinakis T.;Bergs Z.;1.18;6.16;2;0.472;3.696;3.696;0.4;0.6;0.6;2;-1;-1;49.4;6.16;;;
2023-03-24 15:10:00;ATP Miami 2023 (hard);Pella G.;Shapovalov D.;5.16;1.26;2;1.6512;0.8568;1.6512;0.32;0.68;0.68;1;-1;0.26;49.66;1.26;;;
2023-03-24 15:10:00;ATP Miami 2023 (hard);Bautista-Agut R.;Ruusuvuori E.;2.17;1.86;2;0.7378;1.2276;1.2276;0.34;0.66;0.66;2;0.86;0.86;50.52;1.86;;;
2023-03-24 15:15:00;ATP Miami 2023 (hard);Wolf J.J.;Rublev A.;4.29;1.29;2;1.4586;0.8514;1.4586;0.34;0.66;0.66;1;-1;0.29;50.81;1.29;;;
2023-03-24 17:15:00;ATP Miami 2023 (hard);Sinner J.;Djere L.;1.09;10.22;1;0.7194;3.4748;3.4748;0.66;0.34;0.66;2;-1;0.09;50.9;1.09;;;
2023-03-24 17:40:00;ATP Miami 2023 (hard);Schwartzman D.;Wu Y.;2.9;1.52;2;1.102;0.9424;1.102;0.38;0.62;0.62;1;1.9;-1;49.9;1.52;;;
2023-03-24 18:40:00;ATP Miami 2023 (hard);Popyrin A.;Van De Zandschulp B.;2.12;1.91;2;0.9328;1.0696;1.0696;0.44;0.56;0.56;2;0.91;0.91;50.81;1.91;;;
