('Date', 'Date');('Other', 'tournament-name');('Player', 'p1');('Player', 'p2');('Other', 'maxOdds_1');('Other', 'maxOdds_2');('modelPred', '');confIndexModel_p1;confIndexModel_p2;confIndexModel_max;modelProba1;modelProba2;probaModel_max;valueBetModel;PL_valueBetModel;PL_favoriteBetModel;CUMSUM FAV;OddFav;;ROI;2.68%
2023-08-29 22:15:00;ATP US Open (hard);Etcheverry T. M.;Virtanen O.;1.6;2.55;2;0.448;1.836;1.836;0.28;0.72;0.72;2;-1;-1;53.94;2.55;;;
2023-08-29 23:10:00;ATP US Open (hard);Hanfmann Y.;Sinner J.;18.84;1.04;2;6.7824;0.6656;6.7824;0.36;0.64;0.64;1;-1;0.04;53.98;1.04;;;
2023-08-30 15:25:00;ATP US Open (hard);Tsitsipas S.;Stricker D.;1.15;6.65;2;0.46;3.99;3.99;0.4;0.6;0.6;2;5.65;5.65;59.63;6.65;;;
2023-08-30 17:15:00;ATP US Open (hard);Karatsev A.;Carballes Baena R.;1.4;3.4;1;0.812;1.428;1.428;0.58;0.42;0.58;2;-1;0.4;60.03;1.4;;;
2023-08-30 17:50:00;ATP US Open (hard);Bonzi B.;Eubanks C.;2.68;1.56;2;0.9648;0.9984;0.9984;0.36;0.64;0.64;2;-1;-1;59.03;1.56;;;
2023-08-30 18:00:00;ATP US Open (hard);Zapata Miralles B.;Djokovic N.;57.18;1.02;2;6.8616;0.8976;6.8616;0.12;0.88;0.88;1;-1;0.02;59.05;1.02;;;
2023-08-30 18:20:00;ATP US Open (hard);Vesely J.;Cerundolo F.;4.54;1.24;2;1.362;0.868;1.362;0.3;0.7;0.7;1;3.54;-1;58.05;1.24;;;
2023-08-30 19:35:00;ATP US Open (hard);Mannarino A.;Marozsan F.;1.36;3.53;1;0.7616;1.5532;1.5532;0.56;0.44;0.56;2;-1;0.36;58.41;1.36;;;
2023-08-30 20:55:00;ATP US Open (hard);Hijikata R.;Fucsovics M.;3.49;1.37;2;1.396;0.822;1.396;0.4;0.6;0.6;1;2.49;-1;57.41;1.37;;;
2023-08-30 22:40:00;ATP US Open (hard);Cerundolo J. M.;Davidovich Fokina A.;9.8;1.09;2;3.92;0.654;3.92;0.4;0.6;0.6;1;-1;0.09;57.5;1.09;;;
2023-08-30 22:45:00;ATP US Open (hard);Droguet T.;Mensik J.;2.25;1.8;2;0.675;1.26;1.26;0.3;0.7;0.7;2;0.8;0.8;58.3;1.8;;;
2023-08-30 23:20:00;ATP US Open (hard);Ofner S.;Tiafoe F.;6.54;1.18;2;2.4852;0.7316;2.4852;0.38;0.62;0.62;1;-1;0.18;58.48;1.18;;;
2023-08-31 01:40:00;ATP US Open (hard);Varillas J. P.;Fritz T.;20.4;1.03;2;5.304;0.7622;5.304;0.26;0.74;0.74;1;-1;0.03;58.51;1.03;;;
2023-08-31 15:10:00;ATP US Open (hard);Sonego L.;Sinner J.;8.19;1.14;2;2.7846;0.7524;2.7846;0.34;0.66;0.66;1;-1;0.14;58.65;1.14;;;
2023-08-31 15:10:00;ATP US Open (hard);Mmoh M.;Isner J.;1.86;2.11;2;0.744;1.266;1.266;0.4;0.6;0.6;2;-1;-1;57.65;2.11;;;
2023-08-31 15:10:00;ATP US Open (hard);Draper J.;Hurkacz H.;2.83;1.51;2;1.0754;0.9362;1.0754;0.38;0.62;0.62;1;1.83;-1;56.65;1.51;;;
2023-08-31 15:15:00;ATP US Open (hard);Zverev A.;Altmaier D.;1.09;10;1;0.6758;3.8;3.8;0.62;0.38;0.62;2;-1;0.09;56.74;1.09;;;
2023-08-31 19:00:00;ATP US Open (hard);Wu Y.;De Minaur A.;4.91;1.25;2;2.0622;0.725;2.0622;0.42;0.58;0.58;1;-1;0.25;56.99;1.25;;;
2023-08-31 19:35:00;ATP US Open (hard);Hsu Y. H.;Norrie C.;9;1.1;2;3.6;0.66;3.6;0.4;0.6;0.6;1;-1;0.1;57.09;1.1;;;
2023-08-31 21:15:00;ATP US Open (hard);Monfils G.;Rublev A.;3.15;1.44;2;1.26;0.864;1.26;0.4;0.6;0.6;1;-1;0.44;57.53;1.44;;;
2023-08-31 22:20:00;ATP US Open (hard);Van De Zandschulp B.;Evans D.;2.62;1.59;2;1.048;0.954;1.048;0.4;0.6;0.6;1;-1;0.59;58.12;1.59;;;
2023-08-31 23:15:00;ATP US Open (hard);Alcaraz C.;Harris L.;1.04;26.53;1;0.7072;8.4896;8.4896;0.68;0.32;0.68;2;-1;0.04;58.16;1.04;;;
2023-09-01 18:35:00;ATP US Open (hard);Mannarino A.;Tiafoe F.;3.9;1.3;2;1.638;0.754;1.638;0.42;0.58;0.58;1;-1;0.3;58.46;1.3;;;
2023-09-01 20:00:00;ATP US Open (hard);Zhang Z.;Hijikata R.;1.64;2.45;1;0.9184;1.078;1.078;0.56;0.44;0.56;2;1.45;-1;57.46;1.64;;;
2023-09-01 23:30:00;ATP US Open (hard);Gojo B.;Vesely J.;1.34;3.61;1;0.7772;1.5162;1.5162;0.58;0.42;0.58;2;-1;0.34;57.8;1.34;;;
2023-09-02 01:50:00;ATP US Open (hard);Djere L.;Djokovic N.;30.68;1.02;2;4.9088;0.8568;4.9088;0.16;0.84;0.84;1;-1;0.02;57.82;1.02;;;
2023-09-02 15:10:00;ATP US Open (hard);Mmoh M.;Draper J.;3.69;1.38;2;1.5498;0.8004;1.5498;0.42;0.58;0.58;1;-1;0.38;58.2;1.38;;;
2023-09-02 16:10:00;ATP US Open (hard);Alcaraz C.;Evans D.;1.04;17.77;1;0.624;7.108;7.108;0.6;0.4;0.6;2;-1;0.04;58.24;1.04;;;
2023-09-02 17:00:00;ATP US Open (hard);Arnaldi M.;Norrie C.;4.34;1.34;2;1.5624;0.8576;1.5624;0.36;0.64;0.64;1;3.34;-1;57.24;1.34;;;
2023-09-02 18:40:00;ATP US Open (hard);Rinderknech A.;Rublev A.;6.54;1.19;2;2.3544;0.7616;2.3544;0.36;0.64;0.64;1;-1;0.19;57.43;1.19;;;
2023-09-02 19:05:00;ATP US Open (hard);Wawrinka S.;Sinner J.;7.73;1.14;2;2.9374;0.7068;2.9374;0.38;0.62;0.62;1;-1;0.14;57.57;1.14;;;
2023-09-02 21:20:00;ATP US Open (hard);Jarry N.;De Minaur A.;4.88;1.28;2;1.7568;0.8192;1.7568;0.36;0.64;0.64;1;-1;0.28;57.85;1.28;;;
2023-09-02 23:30:00;ATP US Open (hard);Zverev A.;Dimitrov G.;1.49;3;1;0.8344;1.32;1.32;0.56;0.44;0.56;2;-1;0.49;58.34;1.49;;;
2023-09-03 22:15:00;ATP US Open (hard);Stricker D.;Fritz T.;6.54;1.16;2;2.616;0.696;2.616;0.4;0.6;0.6;1;-1;0.16;58.5;1.16;;;
2023-09-03 23:20:00;ATP US Open (hard);Gojo B.;Djokovic N.;29.67;1.03;2;9.4944;0.7004;9.4944;0.32;0.68;0.68;1;-1;0.03;58.53;1.03;;;
2023-09-04 17:40:00;ATP US Open (hard);Alcaraz C.;Arnaldi M.;1.03;24.65;1;0.7416;6.902;6.902;0.72;0.28;0.72;2;-1;0.03;58.56;1.03;;;
2023-09-04 17:45:00;ATP US Open (hard);Draper J.;Rublev A.;3.27;1.42;2;1.308;0.852;1.308;0.4;0.6;0.6;1;-1;0.42;58.98;1.42;;;
2023-09-04 22:35:00;ATP US Open (hard);Medvedev D.;De Minaur A.;1.38;3.35;2;0.5796;1.943;1.943;0.42;0.58;0.58;2;-1;-1;57.98;3.35;;;
2023-09-05 01:00:00;ATP US Open (hard);Zverev A.;Sinner J.;2.69;1.57;2;1.076;0.942;1.076;0.4;0.6;0.6;1;1.69;-1;56.98;1.57;;;
2023-09-05 17:50:00;ATP US Open (hard);Fritz T.;Djokovic N.;6.8;1.16;2;1.632;0.8816;1.632;0.24;0.76;0.76;1;-1;0.16;57.14;1.16;;;
2023-09-06 18:00:00;ATP US Open (hard);Medvedev D.;Rublev A.;1.39;3.38;2;0.5838;1.9604;1.9604;0.42;0.58;0.58;2;-1;-1;56.14;3.38;;;
2023-09-08 19:15:00;ATP US Open (hard);Shelton B.;Djokovic N.;10;1.09;2;2.4;0.8284;2.4;0.24;0.76;0.76;1;-1;0.09;56.23;1.09;;;
2023-09-08 23:20:00;ATP US Open (hard);Alcaraz C.;Medvedev D.;1.28;4.5;1;0.768;1.8;1.8;0.6;0.4;0.6;2;3.5;-1;55.23;1.28;;;
2023-09-10 20:20:00;ATP US Open (hard);Medvedev D.;Djokovic N.;2.95;1.47;2;0.708;1.1172;1.1172;0.24;0.76;0.76;2;0.47;0.47;55.7;1.47;;;
2023-09-19 03:05:00;ATP Chengdu (hard);Haliak M.;Jasika O.;3.67;1.32;2;1.3212;0.8448;1.3212;0.36;0.64;0.64;1;-1;0.32;56.02;1.32;;;
2023-09-19 03:10:00;ATP Chengdu (hard);Zakharov A.;Kachmazov A.;3.57;1.3;2;1.428;0.78;1.428;0.4;0.6;0.6;1;-1;0.3;56.32;1.3;;;
2023-09-19 03:10:00;ATP Zhuhai (hard);Sakellaridis S.;Saville L.;3.52;1.38;2;1.408;0.828;1.408;0.4;0.6;0.6;1;-1;0.38;56.7;1.38;;;
2023-09-19 03:10:00;ATP Zhuhai (hard);Sinclair C.;Bellier A.;2.65;1.57;2;0.954;1.0048;1.0048;0.36;0.64;0.64;2;0.57;0.57;57.27;1.57;;;
2023-09-19 03:10:00;ATP Chengdu (hard);Tu L.;Li W.;1.02;26;1;0.9588;1.56;1.56;0.94;0.06;0.94;2;-1;0.02;57.29;1.02;;;
2023-09-19 04:15:00;ATP Chengdu (hard);Xiao L.;Lock B.;2.54;1.6;2;0.8128;1.088;1.088;0.32;0.68;0.68;2;0.6;0.6;57.89;1.6;;;
2023-09-19 04:25:00;ATP Zhuhai (hard);Sweeny D.;Peliwo F.;1.31;3.56;1;0.8646;1.2104;1.2104;0.66;0.34;0.66;2;-1;0.31;58.2;1.31;;;
2023-09-19 04:35:00;ATP Zhuhai (hard);Giustino L.;Bolt A.;2.43;1.62;2;1.0206;0.9396;1.0206;0.42;0.58;0.58;1;-1;0.62;58.82;1.62;;;
2023-09-19 05:50:00;ATP Chengdu (hard);Kotov P.;Statham J. R.;1.17;5.64;1;0.7254;2.1432;2.1432;0.62;0.38;0.62;2;-1;0.17;58.99;1.17;;;
2023-09-19 06:10:00;ATP Zhuhai (hard);Strombachs R.;Weber A.;2.06;1.9;2;0.7828;1.178;1.178;0.38;0.62;0.62;2;0.9;0.9;59.89;1.9;;;
2023-09-19 06:30:00;ATP Chengdu (hard);Noguchi R.;Moriya H.;1.66;2.26;1;1.1288;0.7232;1.1288;0.68;0.32;0.68;1;0.66;0.66;60.55;1.66;;;
2023-09-19 06:40:00;ATP Zhuhai (hard);Polmans M.;Dong B.;1.05;15.36;1;0.945;1.536;1.536;0.9;0.1;0.9;2;-1;0.05;60.6;1.05;;;
2023-09-19 07:00:00;ATP Zhuhai (hard);Wang C.;Palan D.;5.44;1.18;2;1.3056;0.8968;1.3056;0.24;0.76;0.76;1;-1;0.18;60.78;1.18;;;
2023-09-19 08:10:00;ATP Chengdu (hard);Donskoy E.;Gerasimov E.;1.4;3;1;1.036;0.78;1.036;0.74;0.26;0.74;1;0.4;0.4;61.18;1.4;;;
2023-09-20 03:05:00;ATP Zhuhai (hard);Bolt A.;Bellier A.;1.84;2.06;2;0.8096;1.1536;1.1536;0.44;0.56;0.56;2;-1;-1;60.18;2.06;;;
2023-09-20 03:05:00;ATP Zhuhai (hard);Napolitano S.;Saville L.;1.41;3.35;1;0.8178;1.407;1.407;0.58;0.42;0.58;2;2.35;-1;59.18;1.41;;;
2023-09-20 03:05:00;ATP Zhuhai (hard);Sweeny D.;Palan D.;1.4;3.26;1;1.036;0.8476;1.036;0.74;0.26;0.74;1;0.4;0.4;59.58;1.4;;;
2023-09-20 03:10:00;ATP Chengdu (hard);Tu L.;Kachmazov A.;1.44;3.04;1;0.8352;1.2768;1.2768;0.58;0.42;0.58;2;2.04;-1;58.58;1.44;;;
2023-09-20 04:35:00;ATP Zhuhai (hard);Polmans M.;Weber A.;1.29;4;1;0.9288;1.12;1.12;0.72;0.28;0.72;2;-1;0.29;58.87;1.29;;;
2023-09-20 04:45:00;ATP Chengdu (hard);Donskoy E.;Sekulic P.;1.5;2.79;1;0.9;1.116;1.116;0.6;0.4;0.6;2;1.79;-1;57.87;1.5;;;
2023-09-20 04:50:00;ATP Chengdu (hard);Noguchi R.;Lock B.;1.52;2.65;1;1.1248;0.689;1.1248;0.74;0.26;0.74;1;-1;-1;56.87;1.52;;;
2023-09-20 06:10:00;ATP Zhuhai (hard);Harris L.;Vesely J.;1.57;2.68;1;0.9106;1.1256;1.1256;0.58;0.42;0.58;2;-1;0.57;57.44;1.57;;;
2023-09-20 07:40:00;ATP Zhuhai (hard);Nishioka Y.;Atmane T.;1.54;2.8;2;0.616;1.68;1.68;0.4;0.6;0.6;2;-1;-1;56.44;2.8;;;
2023-09-20 07:40:00;ATP Chengdu (hard);Safiullin R.;Nakashima B.;2.04;1.96;1;1.224;0.784;1.224;0.6;0.4;0.6;1;1.04;1.04;57.48;2.04;;;
2023-09-20 09:25:00;ATP Chengdu (hard);Mu T.;Moutet C.;13;1.06;2;0.52;1.0176;1.0176;0.04;0.96;0.96;2;0.06;0.06;57.54;1.06;;;
2023-09-20 11:40:00;ATP Zhuhai (hard);Li Z.;Svrcina D.;3.39;1.42;2;0.9492;1.0224;1.0224;0.28;0.72;0.72;2;0.42;0.42;57.96;1.42;;;
2023-09-21 05:10:00;ATP Chengdu (hard);O'Connell C.;Kachmazov A.;1.19;5.55;1;0.7378;2.109;2.109;0.62;0.38;0.62;2;-1;0.19;58.15;1.19;;;
2023-09-21 05:10:00;ATP Zhuhai (hard);Arnaldi M.;Karatsev A.;1.8;2.23;1;1.116;0.8474;1.116;0.62;0.38;0.62;1;-1;-1;57.15;1.8;;;
2023-09-21 06:50:00;ATP Zhuhai (hard);Kovacevic A.;Coppejans K.;1.62;2.43;1;1.0044;0.9234;1.0044;0.62;0.38;0.62;1;-1;-1;56.15;1.62;;;
2023-09-21 07:10:00;ATP Chengdu (hard);Cui J.;Varillas J. P.;6.35;1.2;2;2.159;0.792;2.159;0.34;0.66;0.66;1;-1;0.2;56.35;1.2;;;
2023-09-21 07:25:00;ATP Chengdu (hard);Sekulic P.;Borges N.;4.93;1.23;2;1.7748;0.7872;1.7748;0.36;0.64;0.64;1;3.93;-1;55.35;1.23;;;
2023-09-21 08:35:00;ATP Zhuhai (hard);Saville L.;Etcheverry T. M.;4.83;1.23;2;1.7388;0.7872;1.7388;0.36;0.64;0.64;1;-1;0.23;55.58;1.23;;;
2023-09-21 08:45:00;ATP Chengdu (hard);Bublik A.;Giron M.;1.67;2.36;1;1.0354;0.8968;1.0354;0.62;0.38;0.62;1;-1;-1;54.58;1.67;;;
2023-09-21 09:10:00;ATP Zhuhai (hard);Zhou Y.;Garin C.;11.33;1.08;2;2.266;0.864;2.266;0.2;0.8;0.8;1;-1;0.08;54.66;1.08;;;
2023-09-21 09:40:00;ATP Chengdu (hard);Galan D. E.;Kotov P.;2.2;1.79;2;0.836;1.1098;1.1098;0.38;0.62;0.62;2;0.79;0.79;55.45;1.79;;;
2023-09-21 09:55:00;ATP Zhuhai (hard);Murray A.;Mo Y. C.;1.05;18;1;0.882;2.88;2.88;0.84;0.16;0.84;2;-1;0.05;55.5;1.05;;;
2023-09-21 11:55:00;ATP Zhuhai (hard);Shang J.;McDonald M.;2.44;1.62;2;1.0736;0.9072;1.0736;0.44;0.56;0.56;1;-1;0.62;56.12;1.62;;;
2023-09-22 05:05:00;ATP Chengdu (hard);O'Connell C.;Daniel T.;1.97;2.04;1;1.1032;0.8976;1.1032;0.56;0.44;0.56;1;0.97;0.97;57.09;1.97;;;
2023-09-22 09:55:00;ATP Zhuhai (hard);Coppejans K.;McDonald M.;4.4;1.27;2;1.496;0.8382;1.496;0.34;0.66;0.66;1;-1;0.27;57.36;1.27;;;
2023-09-23 05:05:00;ATP Zhuhai (hard);Korda S.;Muller A.;1.33;3.75;2;0.532;2.25;2.25;0.4;0.6;0.6;2;-1;-1;56.36;3.75;;;
2023-09-23 05:10:00;ATP Chengdu (hard);Dimitrov G.;Varillas J. P.;1.15;6.5;1;0.69;2.6;2.6;0.6;0.4;0.6;2;-1;0.15;56.51;1.15;;;
2023-09-23 06:55:00;ATP Chengdu (hard);Sekulic P.;Musetti L.;9.08;1.09;2;3.2688;0.6976;3.2688;0.36;0.64;0.64;1;-1;0.09;56.6;1.09;;;
2023-09-23 07:05:00;ATP Chengdu (hard);Moutet C.;Kecmanovic M.;2.38;1.66;2;0.8568;1.0624;1.0624;0.36;0.64;0.64;2;0.66;0.66;57.26;1.66;;;
2023-09-23 12:35:00;ATP Zhuhai (hard);Polmans M.;Norrie C.;4.93;1.25;2;1.479;0.875;1.479;0.3;0.7;0.7;1;-1;0.25;57.51;1.25;;;
2023-09-24 05:00:00;ATP Zhuhai (hard);Khachanov K.;McDonald M.;1.99;1.95;2;0.6766;1.287;1.287;0.34;0.66;0.66;2;-1;-1;56.51;1.95;;;
2023-09-24 08:10:00;ATP Zhuhai (hard);Korda S.;Etcheverry T. M.;1.36;3.77;1;0.8704;1.3572;1.3572;0.64;0.36;0.64;2;-1;0.36;56.87;1.36;;;
2023-09-24 09:45:00;ATP Zhuhai (hard);Karatsev A.;Norrie C.;3.08;1.57;2;1.1704;0.9734;1.1704;0.38;0.62;0.62;1;2.08;-1;55.87;1.57;;;
2023-09-25 09:40:00;ATP Chengdu (hard);Safiullin R.;Musetti L.;1.89;2.12;1;1.0962;0.8904;1.0962;0.58;0.42;0.58;1;0.89;0.89;56.76;1.89;;;
2023-09-25 09:50:00;ATP Zhuhai (hard);Khachanov K.;Korda S.;2.5;1.67;1;1.45;0.7014;1.45;0.58;0.42;0.58;1;1.5;1.5;58.26;2.5;;;
2023-09-25 11:40:00;ATP Chengdu (hard);Zverev A.;Dimitrov G.;1.55;2.68;2;0.682;1.5008;1.5008;0.44;0.56;0.56;2;-1;-1;57.26;2.68;;;
2023-09-26 03:05:00;ATP Beijing (hard);Nakashima B.;Vukic A.;1.63;2.54;1;0.978;1.016;1.016;0.6;0.4;0.6;2;1.54;-1;56.26;1.63;;;
2023-09-26 03:10:00;ATP Beijing (hard);Purcell M.;Li H.;1.06;12.67;1;0.7632;3.5476;3.5476;0.72;0.28;0.72;2;-1;0.06;56.32;1.06;;;
2023-09-26 05:10:00;ATP Astana (hard);Purtseladze S.;Shimabukuro S.;6.02;1.18;2;1.204;0.944;1.204;0.2;0.8;0.8;1;-1;0.18;56.5;1.18;;;
2023-09-26 06:55:00;ATP Astana (hard);Donskoy E.;Rodionov J.;2.6;1.57;2;1.092;0.9106;1.092;0.42;0.58;0.58;1;-1;0.57;57.07;1.57;;;
2023-09-26 08:20:00;ATP Astana (hard);Marozsan F.;Kachmazov A.;1.43;2.94;1;0.8866;1.1172;1.1172;0.62;0.38;0.62;2;1.94;-1;56.07;1.43;;;
2023-09-26 08:35:00;ATP Beijing (hard);Kecmanovic M.;Kotov P.;1.44;3.09;1;0.8064;1.3596;1.3596;0.56;0.44;0.56;2;-1;0.44;56.51;1.44;;;
2023-09-26 09:00:00;ATP Astana (hard);Muller A.;Maulenov T.;1.88;16.75;1;1.4664;3.685;3.685;0.78;0.22;0.78;2;-1;0.88;57.39;1.88;;;
2023-09-26 10:35:00;ATP Astana (hard);Palan D.;Dzumhur D.;2.82;1.48;1;1.7484;0.5624;1.7484;0.62;0.38;0.62;1;-1;-1;56.39;2.82;;;
2023-09-26 11:40:00;ATP Zhuhai (hard);Khachanov K.;Nishioka Y.;1.65;2.56;2;0.627;1.5872;1.5872;0.38;0.62;0.62;2;-1;-1;55.39;2.56;;;
2023-09-27 04:45:00;ATP Beijing (hard);Garin C.;Harris L.;2.64;1.62;2;1.1088;0.9396;1.1088;0.42;0.58;0.58;1;-1;0.62;56.01;1.62;;;
2023-09-27 05:10:00;ATP Astana (hard);Statham J. R.;Rodionov J.;6.99;1.12;2;1.9572;0.8064;1.9572;0.28;0.72;0.72;1;-1;0.12;56.13;1.12;;;
2023-09-27 05:10:00;ATP Astana (hard);Daniel T.;Shimabukuro S.;1.38;3.43;2;0.5796;1.9894;1.9894;0.42;0.58;0.58;2;2.43;2.43;58.56;3.43;;;
2023-09-27 05:40:00;ATP Beijing (hard);Kecmanovic M.;Hanfmann Y.;1.52;2.68;2;0.6688;1.5008;1.5008;0.44;0.56;0.56;2;1.68;1.68;60.24;2.68;;;
2023-09-27 07:25:00;ATP Astana (hard);Kachmazov A.;Dzumhur D.;1.71;2.36;1;0.9576;1.0384;1.0384;0.56;0.44;0.56;2;-1;0.71;60.95;1.71;;;
2023-09-27 12:20:00;ATP Astana (hard);Shevchenko A.;Van De Zandschulp B.;3.34;1.49;2;1.4028;0.8642;1.4028;0.42;0.58;0.58;1;2.34;-1;59.95;1.49;;;
2023-09-27 14:15:00;ATP Astana (hard);Kukushkin M.;Borges N.;2.38;1.66;2;0.6664;1.1952;1.1952;0.28;0.72;0.72;2;0.66;0.66;60.61;1.66;;;
2023-09-28 06:10:00;ATP Astana (hard);Mannarino A.;Rinderknech A.;1.6;2.58;1;1.024;0.9288;1.024;0.64;0.36;0.64;1;0.6;0.6;61.21;1.6;;;
2023-09-28 06:15:00;ATP Beijing (hard);Arnaldi M.;Wolf J.J.;2.5;1.79;2;0.85;1.1814;1.1814;0.34;0.66;0.66;2;-1;-1;60.21;1.79;;;
2023-09-28 07:30:00;ATP Beijing (hard);Harris L.;Etcheverry T. M.;1.43;3.25;2;0.572;1.95;1.95;0.4;0.6;0.6;2;2.25;2.25;62.46;3.25;;;
2023-09-28 08:20:00;ATP Astana (hard);Barrere G.;Rodionov J.;1.67;2.38;1;1.0688;0.8568;1.0688;0.64;0.36;0.64;1;-1;-1;61.46;1.67;;;
2023-09-28 10:40:00;ATP Beijing (hard);Davidovich Fokina A.;Zhou Y.;1.04;16.52;1;0.6864;5.6168;5.6168;0.66;0.34;0.66;2;-1;0.04;61.5;1.04;;;
2023-09-28 14:10:00;ATP Astana (hard);Varillas J. P.;Thiem D.;3.03;1.47;2;1.3332;0.8232;1.3332;0.44;0.56;0.56;1;-1;0.47;61.97;1.47;;;
2023-09-29 04:40:00;ATP Beijing (hard);McDonald M.;Dimitrov G.;2.63;1.53;2;0.8942;1.0098;1.0098;0.34;0.66;0.66;2;0.53;0.53;62.5;1.53;;;
2023-09-29 04:45:00;ATP Beijing (hard);Evans D.;Sinner J.;4.88;1.23;2;1.952;0.738;1.952;0.4;0.6;0.6;1;-1;0.23;62.73;1.23;;;
2023-09-29 06:10:00;ATP Astana (hard);Popyrin A.;Korda S.;3.53;1.38;2;1.2708;0.8832;1.2708;0.36;0.64;0.64;1;-1;0.38;63.11;1.38;;;
2023-09-29 08:15:00;ATP Astana (hard);Mannarino A.;Kachmazov A.;1.3;4.15;1;0.806;1.577;1.577;0.62;0.38;0.62;2;-1;0.3;63.41;1.3;;;
2023-09-29 09:40:00;ATP Beijing (hard);Khachanov K.;Musetti L.;1.63;2.49;2;0.6194;1.5438;1.5438;0.38;0.62;0.62;2;1.49;1.49;64.9;2.49;;;
2023-09-29 11:10:00;ATP Astana (hard);Shevchenko A.;Medjedovic H.;2.2;1.81;2;0.836;1.1222;1.1222;0.38;0.62;0.62;2;0.81;0.81;65.71;1.81;;;
2023-09-29 11:40:00;ATP Beijing (hard);Alcaraz C.;Hanfmann Y.;1.06;13.06;1;0.6784;4.7016;4.7016;0.64;0.36;0.64;2;-1;0.06;65.77;1.06;;;
2023-09-29 12:35:00;ATP Astana (hard);Rodionov J.;Baez S.;2.66;1.72;2;1.1172;0.9976;1.1172;0.42;0.58;0.58;1;1.66;-1;64.77;1.72;;;
2023-09-30 04:40:00;ATP Beijing (hard);Arnaldi M.;Jarry N.;2.19;1.79;2;0.8322;1.1098;1.1098;0.38;0.62;0.62;2;0.79;0.79;65.56;1.79;;;
2023-09-30 06:10:00;ATP Astana (hard);Griekspoor T.;Shimabukuro S.;1.23;4.84;1;0.8118;1.6456;1.6456;0.66;0.34;0.66;2;-1;0.23;65.79;1.23;;;
2023-09-30 07:55:00;ATP Beijing (hard);De Minaur A.;Medvedev D.;4.13;1.29;2;1.7346;0.7482;1.7346;0.42;0.58;0.58;1;-1;0.29;66.08;1.29;;;
2023-09-30 10:25:00;ATP Astana (hard);Giron M.;Thiem D.;1.96;2.1;2;0.784;1.26;1.26;0.4;0.6;0.6;2;1.1;1.1;67.18;2.1;;;
2023-09-30 13:00:00;ATP Astana (hard);Ofner S.;Bublik A.;2.78;1.54;1;1.5568;0.6776;1.5568;0.56;0.44;0.56;1;1.78;1.78;68.96;2.78;;;
2023-09-30 16:05:00;ATP Beijing (hard);Zverev A.;Davidovich Fokina A.;1.59;2.66;2;0.6678;1.5428;1.5428;0.42;0.58;0.58;2;-1;-1;67.96;2.66;;;
2023-10-01 06:35:00;ATP Beijing (hard);Etcheverry T. M.;Ruud C.;4.39;1.3;2;1.6682;0.806;1.6682;0.38;0.62;0.62;1;-1;0.3;68.26;1.3;;;
2023-10-01 07:45:00;ATP Astana (hard);Griekspoor T.;Korda S.;2.36;1.71;2;1.0384;0.9576;1.0384;0.44;0.56;0.56;1;-1;0.71;68.97;1.71;;;
2023-10-01 12:10:00;ATP Astana (hard);Thiem D.;Ofner S.;1.83;2.13;1;1.098;0.852;1.098;0.6;0.4;0.6;1;-1;-1;67.97;1.83;;;
2023-10-02 04:10:00;ATP Shanghai (hard);Mochizuki S.;Tseng C. H.;2.02;1.94;1;1.1716;0.8148;1.1716;0.58;0.42;0.58;1;-1;-1;66.97;2.02;;;
2023-10-02 04:10:00;ATP Shanghai (hard);Polmans M.;Kachmazov A.;1.74;2.3;2;0.696;1.38;1.38;0.4;0.6;0.6;2;-1;-1;65.97;2.3;;;
2023-10-02 04:10:00;ATP Shanghai (hard);Hong S. C.;Kirkin E.;1.42;3.21;2;0.6248;1.7976;1.7976;0.44;0.56;0.56;2;-1;-1;64.97;3.21;;;
2023-10-02 05:55:00;ATP Shanghai (hard);Duckworth J.;Haliak M.;1.22;4.77;1;0.7076;2.0034;2.0034;0.58;0.42;0.58;2;-1;0.22;65.19;1.22;;;
2023-10-02 06:35:00;ATP Shanghai (hard);Sinclair C.;Tu L.;3.86;1.38;2;1.0808;0.9936;1.0808;0.28;0.72;0.72;1;-1;0.38;65.57;1.38;;;
2023-10-02 07:20:00;ATP Shanghai (hard);Kovacevic A.;Zakharov A.;1.17;5.67;1;0.6786;2.3814;2.3814;0.58;0.42;0.58;2;-1;0.17;65.74;1.17;;;
2023-10-02 07:55:00;ATP Shanghai (hard);Zhou Y.;Yevseyev D.;3.52;1.39;2;1.1968;0.9174;1.1968;0.34;0.66;0.66;1;-1;0.39;66.13;1.39;;;
2023-10-02 09:00:00;ATP Shanghai (hard);Nagal S.;Saville L.;1.83;2.31;2;0.8052;1.2936;1.2936;0.44;0.56;0.56;2;1.31;1.31;67.44;2.31;;;
2023-10-02 09:10:00;ATP Shanghai (hard);Wu Tung-Lin;Gerasimov E.;1.87;2.02;1;1.0846;0.8484;1.0846;0.58;0.42;0.58;1;0.87;0.87;68.31;1.87;;;
2023-10-02 09:10:00;ATP Shanghai (hard);Mu T.;Kukushkin M.;6.7;1.13;2;2.144;0.7684;2.144;0.32;0.68;0.68;1;-1;0.13;68.44;1.13;;;
2023-10-02 09:30:00;ATP Shanghai (hard);Atmane T.;Moriya H.;1.17;5.74;1;0.7956;1.8368;1.8368;0.68;0.32;0.68;2;-1;0.17;68.61;1.17;;;
